country,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019
Country_661,0.4032245838631491,551.8800744511572,62.288847184954335,22.754611149864722,98.53261765703796,24.968057178477498,24.05168929405135,27.650957436315725,37.92042994910907,26.702542748750357
Country_662,0.8283392044633163,475.9652726156386,42.46438868049067,45.89633256981686,82.98516024936148,41.75691047753845,11.011230035932062,87.40248298193843,57.35974006748867,85.99739069593853
Country_663,0.5564436393845932,538.0357033347123,8.40594781166959,1.6994400139785981,18.193606615396806,43.34754371925178,75.44640046737395,59.52806544201843,87.97591292879254,61.27888546725181
Country_664,0.3773224546022196,429.48538829695485,72.25162414681675,20.584936272255298,93.92135641086071,47.99298729425243,93.41226028239785,65.58575969304648,18.464041866980818,82.24080665323822
Country_665,0.1401538085339089,476.60992288563295,37.14376086481421,2.261177038244999,12.097729440575034,32.95763743018257,75.43035809458372,46.79729913809051,97.02742147353891,29.50189606107022
Country_666,0.20761485036761684,420.9582724725457,71.73895002538306,42.04797384228816,22.63672261313314,15.513004599390412,14.123433070152725,81.53477390585753,58.72046332415083,89.45620496264972
Country_667,0.47508779291115666,423.8943404250545,65.65863836172852,48.8429470189879,33.66344170433236,22.369188095005565,43.37517416729509,78.80593397986271,70.81938823528687,99.76493850990471
Country_668,0.4343694999263795,523.152506986305,50.10022614792099,41.38821881797824,46.60394527268459,95.71927107283697,2.7862749559700473,21.869221742215426,5.31414199800373,71.2456372475642
Country_669,0.9900486258172336,487.11239924192944,15.394158672243519,47.916100786811576,75.35665695473202,43.396978904667236,82.03079395787033,70.81486087009206,77.51707653480445,73.69546664783894
Country_670,0.04209248403389776,577.0131648555736,29.738590381034903,10.727282726962528,19.541475317470326,81.96992836349978,46.924536487655246,39.89950085029531,25.576436173553663,77.69632634174728
Country_671,0.2812870956247544,500.0027941489343,91.84748921726437,24.036649300403333,66.45561793812055,76.39088190992649,65.64045767467984,42.26887734054415,82.26572423995833,28.056716546183978
Country_672,0.6755183728166142,579.485721974296,9.369104421107854,47.268259113442774,10.300167946753513,65.21803924188842,14.66808974468533,12.017937924482858,89.62267465362687,55.74661999739505
Country_673,0.014466361516751292,588.4847601155755,20.899967916971573,39.601584384773666,11.63698375645591,88.8517516030457,44.11235958749384,37.34376166513786,5.182726216941813,38.71173040882323
Country_674,0.916730548054678,569.1394488244706,12.413999717036573,35.8787386311063,6.955823659225713,62.233791530791486,88.7788351726303,18.97182127458975,46.185601042609505,18.413099509010557
Country_675,0.30952212927720957,422.1528994126378,88.11091893094056,30.16573811246279,23.66300944446693,99.45712208825027,19.17604071076221,7.6240977945211785,7.698048854112349,41.48759219522001
Country_676,0.7396507233890821,473.5813579308865,56.20773217719562,8.782733046792329,49.93483667181433,26.157289538745378,55.33280799614414,73.22308723150691,91.84885124013003,12.497750607896085
Country_677,0.3604266412964581,587.8034362031487,69.29902313605419,29.837822165569527,30.26703697195846,96.38451278688386,92.3501771482606,58.22276753179977,13.459830838766006,64.22029413592578
Country_678,0.6946746103779755,523.3410403928563,26.969250938592772,37.394652047039564,62.00056323115335,77.81449563405863,75.29518986121462,30.01497256200103,91.65903939533855,37.22221576458069
Country_679,0.21552268370180827,451.3333435422001,72.18217765226592,15.950585003351092,52.50539999994079,33.7854304622886,35.80859669729875,1.8179150066040761,49.34598876524354,90.52542878233776
Country_680,0.6088997964945109,582.8018711270972,95.6620142719958,20.109559824764855,9.53474719304669,73.69990757484256,47.79949310865148,99.88400251558015,91.21910464366815,63.971439450810074
Country_681,0.7630942927948783,472.09751769309764,54.29792559653398,4.572778326422455,65.93947631473974,1.363259690033236,45.400213852591584,68.71293532862384,98.93174794800733,87.25979490288135
Country_682,0.12251496192071276,577.9752201036132,50.40112520132168,34.446509432445914,82.65543451494717,87.2409039334265,80.17953925570284,75.68804369617435,98.27222878980471,4.868943709967432
Country_683,0.23620628838533642,454.1106940411616,92.57547729132297,41.249836546739026,5.598699941401097,29.91329571163286,85.91907252652715,87.60083784496953,19.086197966921713,74.11258549226868
Country_684,0.7705278383819738,473.3246063314208,8.683918702518035,23.3504968258145,51.242914503636186,99.31142250170872,12.137166201024252,81.04415093319368,93.1913329729138,4.848402792546002
Country_685,0.5930230967818987,567.7721826569615,58.94546480326313,26.960961117533238,82.31269148282979,32.43673970641486,13.757534135667516,42.93977901080569,98.76548967744837,85.49037687913656
Country_686,0.1797820306531368,436.9843011779842,69.25749929541995,25.97283190757176,84.18086159870496,25.040171099328756,43.74809457103568,83.24828434374015,55.00318797592827,47.12803830202583
Country_687,0.053218332429385784,523.9696708418462,35.362366207214166,27.458250131941064,79.69464254406346,34.757913768188075,1.9912132275173855,34.553002368644336,35.601289401352666,87.77701738801707
Country_688,0.9042467353153717,574.0246069650209,66.46090404900859,43.88344098847688,7.407083008089444,78.6721940210266,3.796262841631437,27.557810501196045,62.97259345108246,13.692023655510932
Country_689,0.9176794749642448,429.9899230774268,79.86237969639426,15.79731924412378,37.527358143717585,61.600992389820654,85.36920025657362,28.430148089497663,44.11732631472318,87.0258296571077
Country_690,0.13171658704336353,400.3211643206804,28.772157226218287,0.4422115695316309,64.74040388228195,44.31216316041705,97.6136784795761,12.501265272866636,72.37381281020504,45.46513374542276
Country_691,0.7631192456765922,564.4747120892939,18.91512686573459,40.957805748524656,5.208301268683247,42.686210818254175,58.85000499086096,83.49800992688799,45.6306726749351,29.252931781770762
Country_692,0.6042322078993594,532.222228232278,18.192498431066063,21.61784493461969,98.43941011880666,60.60564930331659,23.44298435016676,69.83074573311958,70.61252708463805,89.1544759282812
Country_693,0.4708213993920246,493.8479535118193,4.48235156582788,2.0321925407921713,60.225195895087666,94.9701287369591,40.05256392894066,65.35590397324926,93.05368495995471,87.36062138787631
Country_694,0.43473124730025126,400.1882840869452,22.868438717739203,7.984827078142831,18.160955634446495,46.314264979235254,3.8777238389708923,33.44792155139758,17.98093986125461,31.22859769916875
Country_695,0.5666454266508281,556.530980358654,82.05858999989022,37.013707228485025,72.26963547770269,77.68710239293874,62.848199639029126,20.30924290548142,13.397495051368969,81.9955610558732
Country_696,0.9295030166797192,534.4977894739611,52.54011570470325,17.59249266052954,70.12474427294589,48.83071961708265,44.824387829844525,13.393160186905483,99.60991331657827,51.1918536488911
Country_697,0.637691586457421,576.9166862854447,65.74688368703542,41.26781392106882,3.1600311390536096,47.35643191331375,29.090608396382798,79.97261367427934,77.00623278118775,86.54442888972578
Country_698,0.526987434682859,581.2786661071272,63.32647587129969,15.835895250329468,25.75996979890407,85.89708730011574,97.99837060300534,4.752023689276308,68.87499119498561,64.05239509221069
Country_699,0.6994095313307583,439.819441522389,54.2260246943467,44.261375563622,98.60840563685446,81.12575038476922,42.67301569550344,22.57698904214257,28.568480810977004,31.546370343876863
Country_700,0.13502817055656235,523.7858946644485,13.072140712680424,49.28816713376363,77.72745547966325,48.909394369228686,20.875195948066818,85.77994966942155,79.76388557962338,55.4776150635265
Country_701,0.4036123775285205,454.25087009313944,29.54227639471323,5.671980340472582,57.87934195768224,95.69413049271073,72.02442786057169,55.535209831721524,47.8265547146649,22.869040129743546
Country_702,0.8461061055944815,547.9325543581377,88.04584940452767,31.92750202475133,33.31674766788869,81.53454885364184,2.7315767232883648,33.76476146966143,92.68363878785597,17.761655471942316
Country_703,0.8338454564199992,513.2009670472854,66.13736317799467,14.34360170976875,64.28215945762011,91.11342084466881,7.699112827543885,94.48386933695436,87.69672858386741,23.169697611045635
Country_704,0.6535574024464755,400.1334484592255,39.01495985419844,37.778994093583876,42.482119040502575,32.06584237976523,28.51453194102137,32.69425159592305,55.153361770957765,36.04096696307596
Country_705,0.8944626945746328,528.7165159488309,48.2347305652633,1.079755068510585,62.01997478746563,37.91797876098235,12.86712620393482,67.13174136037613,42.20834323423849,66.42213578025
Country_706,0.7881018771741023,440.868125735922,88.48991918047726,45.04727001635847,95.43938833853244,86.82056032829061,17.388916424330812,89.8428904910543,2.5450587386988355,28.224322837053794
Country_707,0.5452050613963285,515.5434876371595,16.58910565381675,17.36803285721342,66.66611992324825,35.506796332651845,66.18242748784355,48.626893275262105,28.911175922253474,72.10364458417227
Country_708,0.40058142827190246,513.8238302823756,61.636963288692435,29.987701731471383,90.0662731500561,4.930180385549033,38.3556377701453,87.94013492210735,35.852612304357564,45.787009428275994
Country_709,0.5960469090940415,520.3901827052405,98.79777447336816,7.97416340142802,39.30859943557691,4.498325724917929,89.06461430176763,48.70864194072393,98.24677227957818,87.76092844767076
Country_710,0.908870677445568,508.29336031657454,34.513702831977014,13.136706071988646,35.48362905374495,88.26282374107025,39.74838608933025,79.37088681293952,53.15632634228952,21.997594692602828
Country_711,0.5686488644043685,582.8274723071816,13.391364727697619,22.274365080851137,35.17585087260483,25.59453542262442,38.82357069414052,84.66622408027816,14.736588640129412,8.392095310065296
Country_712,0.6421775821769041,465.46570271315727,97.75741270377466,38.1113260189165,44.39877805556242,81.97424973004397,7.529307481474968,84.08505817149509,41.185585035918095,82.80079192666977
Country_713,0.4445367533493957,411.3091279932598,14.745943702379694,4.105626999823386,14.350836057232485,69.43702401440642,34.31024288301337,40.581967055661885,32.67161759803206,97.93744802053662
Country_714,0.27601113257565757,462.9944778926781,42.3044224630561,47.18485816954381,34.30202063158253,77.38356200244047,22.210455244431905,2.5444530843425683,6.005800340900169,58.68462182890673
Country_715,0.6245927493744617,543.576947044417,64.54765083266506,2.8565667996747868,4.975103615404242,11.802776543156778,91.80371646969924,1.4058973531366203,63.84070394489626,48.17336570898265
Country_716,0.01033550230315694,483.53411652374535,45.72180554020445,31.955461819772246,38.54241017607538,69.41796908387123,59.68507546929259,25.171603278861742,52.038512951188565,47.59392845884437
Country_717,0.11990765820205462,574.4652316227617,25.588649205823298,28.61676027617112,15.898935357032462,95.06720735806799,67.21405395533061,92.40905962067045,88.99525916198186,97.60961941035833
Country_718,0.043424359970828386,516.1122196175049,68.58798643455832,27.86948637929007,43.013576210952266,20.311183768524,11.960078251912643,71.42182562258321,19.396433285322757,73.94010930703536
Country_719,0.34510563709515374,401.3909637235179,65.98914142848943,46.40224625199515,56.51192542074925,1.0458567726403079,61.2817739557113,92.09738088368991,80.13510301964017,84.87357925989448
Country_720,0.12398774857328587,409.24648384182166,12.891952978672293,11.270885445155516,8.93361689958969,1.5959852802615915,82.80159316887533,17.172804816743614,21.230941425464202,26.30324893334095
Country_721,0.44191004634022124,439.27433434569986,6.818652619610943,21.440698337424408,92.52107386888451,1.0075879603416715,94.61315150838135,22.38230389290018,61.11976236813439,88.54455171224491
Country_722,0.10762986945046327,411.5208837445232,70.77605065747068,13.895831313217888,10.56445526506029,33.5207449602812,28.17099714141146,77.96847539664762,67.93312381676982,38.79493288492798
Country_723,0.4709135739133071,498.70169439812986,64.82560091778252,36.44451902775334,18.7597035076723,78.7942910276426,31.038442664636367,4.672851380058285,0.8918510358271403,4.678317732085258
Country_724,0.3925160692487143,475.67141383334143,35.75213306031987,49.66219933645165,61.50911941061964,11.367479049954687,32.823011695836335,94.44300861045411,53.129176293136425,3.8399648762328042
Country_725,0.9799852479609344,540.5489909890431,44.51005829549254,37.927667089090654,99.36070876483731,26.354170691080625,90.70693343455946,65.10449600302289,34.91489840322905,4.2554409208591215
Country_726,0.8469622937536422,448.2770240080271,84.38819471418391,32.45627904622988,28.375982995589922,80.63329396654481,33.6405393705617,51.057162476383944,84.26889025920126,65.32022013706639
Country_727,0.6015842448333459,477.5662666265611,88.7540619829281,19.45555652205026,8.857239138477713,0.9441739666394167,39.48809926771055,47.82470720662003,69.29946441207166,45.03840082164105
Country_728,0.8560978242020981,530.5034548431134,22.481758455447387,10.725041625529796,98.17829065887396,55.56163823483753,90.56005831748072,63.19661114549828,1.5049218545889143,27.814916498419862
Country_729,0.507551496543346,509.3022074897771,37.9048695467653,33.17199452819584,83.00528021134748,58.9756151073582,3.505007257473436,16.289182830978366,5.68822927202527,89.73987364900935
Country_730,0.2684285049612555,572.7145267730267,45.92095744355576,2.7962659386130015,85.35081193375291,15.477000695219301,62.00794804613633,1.0620795114523296,62.33323439542545,92.05316283172795
Country_731,0.6239118254890196,478.09104679018185,97.90164168911609,8.246955037193777,0.7154796343542436,38.987712321471804,40.89890576014834,94.44793106081913,9.39248547019772,82.30466621967271
Country_732,0.10072592578122364,427.9684280735136,63.874349484728285,21.720240484887427,97.60838181754217,0.27221320927053316,88.11039251166338,0.360409138840867,32.03213847408477,91.7519107346906
